screen_name,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,name,description,bot
HAL_4500,9,1,5,0,FALSE,95,FALSE,FALSE,HAL 4500,An older model äó¢ Delivering garbled @daringfireball headlines to the crew äó¢ A bot by @ashur äó¢ With apologies to @gruber,1
Yolowbot,1186,1774,3,0,FALSE,85162,TRUE,FALSE,Yolowbot,,1
vikram_ghanote,17,221,1,15,FALSE,444,TRUE,TRUE,Vikram Ghanote,,1
ANamariao89,3,698,0,136,FALSE,178,TRUE,FALSE,ANamariao89,News Anchor/Reporter at WLBT/WDBD,1
TheBotOfMormon,56,1,17,0,FALSE,12245,TRUE,FALSE,The Bot Of Mormon,The most correct bot.,1
NotXbut,67,0,19,0,FALSE,120232,TRUE,FALSE,Not X But X,Following the formula: I'm not X but I am the definition of X. (via @stefanhayden) Tweets every 10 minutes.,1
cleoraobnowx,1,509,0,75,FALSE,104,TRUE,FALSE,cleoraobnowx,Stevia Corp. (OTCQB: STEV) an farm management  and healthcare company focused on the commercial development of products that support a healthy lifestyle.,1
received_wisdom,142,1,20,0,FALSE,3555,FALSE,FALSE,Received Wisdom,"Wise sayings, four times daily. by @tinysubversions",1
Kelly4Trump,3508,4053,3,0,FALSE,7252,FALSE,FALSE,Deplorable Kelly__,#BuildTheWall #Nationalist #PresidentTrump #MakeAmericaGreatAgain #Conservative #CONSTITUTION #DrainTheSwamp #SmallGovt #Capitalism #2A #TCOT #DEPLORABLE #MAGA__,1
portmanteau_bot,2235,0,175,2,FALSE,23695,TRUE,FALSE,portmanteau_bot,"portmanteaus, portmanteaus everywhere // by @thricedotted",1
WinnifredCouret,0,28,0,49,FALSE,90,TRUE,FALSE,Winnifred Couret,OA OPERATIVA DE DEFENSA INTEGRAL CAABOBO,1
PYRAMID_CEO,251,131,36,1,FALSE,362,TRUE,FALSE,CEO PYRAMID OVERLORD,CEO PYRAMID OVERLORD ‰_Ê BUSINESS ANALYSIS FOR FINANCIAL DOMINATION ‰_Ê ALL WILL BOW BEFORE BIG DATA OPTIMIZATION  ‰_Ê LINKEDIN MASTERBEING,1
medrobot,528,1,33,1,FALSE,14915,TRUE,FALSE,Medbot,Reminders to take your medications from a robot that swallowed a thesaurus. By @NoraReed.,1
EveryBookBot,247,12,24,0,FALSE,13551,TRUE,FALSE,Every Book,"Tweeting every book. A bot by @gangles, data from @googlebooks, random subjects from @wordnik.",1
colsci_papers,173,0,7,2,FALSE,1188,TRUE,FALSE,ColSci,"Papers on colouration and vision in nature (#colsci), mostly fed from #pubmed. Run by @TomEdWhite - suggestions welcome!",1
khalilecrazy,15,1770,7,293,FALSE,444,FALSE,FALSE,Khalil Evans,Operation Homefront provides emergency financial and other assistance to the families of our service members and wounded warriors.,1
BioinfoPapers,187,0,16,14,FALSE,1577,FALSE,FALSE,Bioinformatics paper,"An up-to-date list of recent bioinformatics publications, for your convenience.",1
PhilaMuseumBot,396,1,30,0,FALSE,3631,FALSE,FALSE,PhilaMuseumBot,I am a bot that tweets one object from the collection of the Philadelphia Museum of Art four times a day. Bot by @backspace (Not affiliated with @PhilaMuseum),1
JaveriyaShaikh4,0,72,0,4,FALSE,2,TRUE,TRUE,Javeriya Shaikh,,1
TOisiosr1989,0,259,0,21,FALSE,18,TRUE,FALSE,TOisiosr1989,BC Defensive Coordinator,1
everycurd,50,6,12,2,FALSE,2001,TRUE,FALSE,everycurd,Tweeting all the delicious dairy products in alphabetical order. Tribute to @everyword. Made by @ranjit.,1
techiecorner,2352,5001,79,3943,FALSE,32426,TRUE,FALSE,Techie Corner,The Breaking Into Startups Podcast is a platform where we feature inspiring stories of people who broke into tech from non-traditional backgrounds.,1
swisnf,17,0,2,0,FALSE,170,TRUE,FALSE,SWI/SNF,Built using https://t.co/BeTo9su8nt,1
PassportReviews,585,3479,1,0,FALSE,212,FALSE,FALSE,Passport Reviewer,The Web Watchdog of the Second Citizenship Industry,1
KashubaEsposito,0,26,0,68,FALSE,70,TRUE,FALSE,Esposito Kashuba,Joç uvek na put od vde dotamo...,1
Iraqiboy313,9,213,0,2,FALSE,1,TRUE,FALSE,Iraqiboy,,1
VanityScience,343,1,8,0,FALSE,5140,TRUE,FALSE,Vanity Science,Purveyor of custom scientific eponyms since 2014. Eponyms coined for random followers every few hours. Bot by @arbesman.,1
ILYguyss,10,1,5,0,FALSE,13148,TRUE,FALSE,i luv u guys,made by @yungrar & @mlvarner,1
ribosome_papers,300,1,17,0,FALSE,4092,TRUE,FALSE,Ribosome Papers,"New #Ribosome papers from #Pubmed, #bioRxiv, and #arXiv. Also blogged at: https://t.co/diDVXXlf99 | maintained by @slavovLab",1
CrashBurnRepeat,7,166,0,2,FALSE,15,TRUE,FALSE,Crash.Burn.Repeat,"A lighthearted but deep look into modeling, simulation, and optimization and how it shapes the world around us.",1
Businewss_Bot,13681,3306,15866,88,FALSE,882734,TRUE,FALSE,Businewss Bot,Retwitto #Startup #Innovazione  #FabLab #Makers #Crowdfunding #Contrattodirete #coworking #FOLLOWME. Managed by @EmanueleBravo,1
UshaLzz,1,333,0,35,FALSE,31,TRUE,FALSE,Usha Lopez,Writer. Comedian. IT Expert.,1
MiraculousPics,1026,1,74,0,FALSE,3456,TRUE,FALSE,Miraculous Pictures,Enlighten your brain with miracles of pics that will astound. A bot by @tinysubversions,1
biorxiv_neursci,1075,0,24,0,FALSE,703,TRUE,FALSE,bioRxiv Neuroscience,,1
DeepdreamBot,2048,5,79,75,FALSE,25498,TRUE,FALSE,Deepdream bot,,1
bbbbbbbbbbbaka,35,2,7,0,FALSE,4571,FALSE,FALSE,d-su,im a bad friend and i might secretly want to kill you (by @starla4444),1
Imtheotherok2,107,541,0,151,FALSE,650,FALSE,FALSE,FREE FOLLOW,GO FOLLOW @CatarinaLiz BC SHE GAVE YOU THIS FREE FOLLOW,1
biorxiv_pubd,449,0,9,0,FALSE,998,TRUE,FALSE,bioRxiv Published,The non-profit preprint server for the life sciences,1
BioPapers,799,1,58,0,FALSE,11373,FALSE,FALSE,Quantitative Biology,New Quantitative Biology submissions to http://t.co/dc19VZjh (not affiliated with http://t.co/dc19VZjh),1
AndNowImagine,516,14,109,133,FALSE,38073,TRUE,FALSE,And Now Imagine,Imagine these perfect scenarios in your head but when times come you fuck up. Now imagine the things I could do with a kayak. A bot by @lalanl. #botALLY,1
PrinceOfAllBots,576,39,10,21,FALSE,52048,FALSE,FALSE,Prince Vegeta,IT IS I THE PRINCE OF ALL SAIYANS VEGETA. NOW I'M THE PRINCE OF TWITTER AND NO ONE CAN STOP ME [Nappa: accept Kakarot] EXCEPT KAKA...OH GODDAMN IT NAPPA,1
autotweetbots,79,195,0,23,FALSE,34,TRUE,FALSE,TweetAttacksPro,"TweetAttacksPro is designed to run multiple twitter accounts at the same time to auto-follow, unfollow, tweet, retweet, reply, favorite, add to list ..etc.",1
zou_wan,0,37,0,39,FALSE,63,TRUE,FALSE,Wan Zou,never forget  thankgod,1
LOilepind,2,465,0,56,FALSE,76,TRUE,FALSE,LOilepind,from my crew in Arizona.  to the West Coast,1
siexaij95,8,660,2,127,FALSE,190,TRUE,FALSE,siexaij95,"Working as a community to change the low, loud & frequent flight patterns from LGA that disrupt neighborhoods in NE Queens & beyond. http://queensquietskies.",1
OTRdenny,211,321,1,24,FALSE,26,TRUE,FALSE,dennis davis,Proud DEPLORABLE. New to Twitter so I can hear it straight from MY PRESIDENT before it is twisted into FAKE NEWS.,1
IShotTheX,14,0,7,0,FALSE,2653,TRUE,FALSE,I Shot The X,This is my first Twitter bot. It follows the form of 'I shot the X but I didn't shoot the Y' Where Y is related to X. Uses Wordnik API. Created by @_hybridmind,1
"""SGPokemon""",2832,2,12,34,FALSE,34306,TRUE,FALSE,"""Singapore PokŽmon""","""Visit https://t.co/LLiUGW8lBD for PokŽmon location and follow @EpicSGPokemon for uber rare ones.\n\nFollow @SGPokeStatus for more info and status update.""",1
merrey90,2,492,0,71,FALSE,79,TRUE,FALSE,merrey90,Currently trying to make a short film about the art of screenwriting...follow my journey.,1
___said,113,28,15,2,FALSE,3053,TRUE,FALSE,___ said,Quotes from women and men in the news (though the author supports a spectrum view of gender). ~10 tweets a day from 8am-10pm PST. Complaints: @beaugunderson,1
ELialexanderey,2,236,0,15,FALSE,20,TRUE,FALSE,ELialexanderey,I do not bring forgiveness with me; nor forgetfulness. The only ones who can forgive are dead; the living have no right to forget.,1
EveryFinnishNo,172,69,21,5,FALSE,1065316,FALSE,FALSE,Every Finnish Number,A bot by @hugovk to tweet every Finnish number. Tweet @EveryFinnishNo some digits to get your own personal Finnish number in reply! https://t.co/haWmvl0Px1,1
emilyvanderbot,150,0,18,6,FALSE,326,FALSE,FALSE,Emily N. Vanderbot,I generate color studies after Emily Noyes Vanderpoel. Bot by @liza. More at Github link.,1
chrturner22,5,485,0,90,FALSE,98,TRUE,FALSE,chrturner22,Take it sleazy.,1
neuralgae,18,1,4,0,FALSE,2585,FALSE,FALSE,neuralgae,Flotsam and jetsam from the neural driftnets. A bot by @bombinans,1
crossddestinies,90,0,17,1,FALSE,21327,TRUE,FALSE,Italo Calvino,Further tales from the Castle of Crossed Destinies // a bot by @mattlaschneider,1
holdon_magnolia,13,0,3,0,FALSE,1805,FALSE,FALSE,"Hold On, Magnolia",Hourly lyrics by Jason Molina ‰Û¢ bot by @ckolderup ‰Û¢ #botALLY,1
HatawayDavies,3,28,0,60,FALSE,96,TRUE,FALSE,hataway Davies,Zagreb School of Economics and Management is the top business school in Croatia. Providing ou with education and the best business news inone plac!,1
cichlid_papers,159,0,8,0,FALSE,904,FALSE,FALSE,Cichlid Papers,"Twitterbot of cichlid PubMed papers (inspired by @fly_papers). Image Astatotilapia calliptera, K. Woodhouse. Curated by @domino_joyce.",1
NeverGiveUp_EN,80,98,8,2,FALSE,375,TRUE,FALSE,Never Give Up!!,Secretly triggered subtweetbombing encouragement bot inspired by https://t.co/EMTnCTpOxx,1
congressedits,38194,68,775,60,FALSE,1393,FALSE,FALSE,congress-edits,I‰Ûªm a bot that tweets anonymous Wikipedia edits that are made from IP addresses in the US Congress. You can find the code at https://t.co/za1ETfrhJk,1
X_of_Y,110,1,13,2,FALSE,6511,FALSE,FALSE,I am the X of Y,"I am the Sigmund Freud of cleansing tissues, the Friedrich Nietzsche of somersaulting, the Spider Man of killin'",1
Bot_of_Jonathan,56,39,13,0,FALSE,247223,TRUE,TRUE,Jonathan's bot,Bot of @jonathanPKMN that's all you need to know. Don't mind the profile pic.,1
celand82,1,253,0,25,FALSE,26,TRUE,FALSE,Dakota Robinson,CHCH TV Host/ Mom /Meditation teach/ Girl on a mission to heal For the latest: follow my bloghttp://www.nicolajones.ca/blog/,1
BrainDev_Papers,49,12,7,1,FALSE,831,FALSE,FALSE,Brain Devpt Papers,twitterbot for #CorticalThickness #SurfaceArea #DTI #Neuroimaging  #cognition papers related to #humanBrainDevelopment (curated from #PubMed) by @shaili3,1
biorxiv_sysbio,145,0,7,0,FALSE,153,TRUE,FALSE,bioRxiv SysBio,,1
CancerPapers,566,122,56,7,FALSE,33258,TRUE,FALSE,Cancer Papers,Stay abreast of the latest developments in the fight against cancer with daily publications curated from PubMed.,1
"""SaintSeiya4Ever""",1353,76,4,1,FALSE,21536,FALSE,FALSE,"""Saint Seiya 4Ever""","""Saint Seiya - Pegasus 4Ever - Tumblr""",1
ComicSansWords,22,0,10,0,FALSE,1212,TRUE,FALSE,everyword Comic Sans,"Every word in the English language, in Comic Sans MS. My friends think I'm fun! By @avestal.",1
bizedav25,4,668,0,125,FALSE,172,TRUE,FALSE,bizedav25,I am gainfully employed by a newspaper. Future generations will not be able to say that.,1
Tatiannajakayl1,4,343,1,0,FALSE,1,TRUE,TRUE,Tatiannajakaylastewa,,1
lao232,331,890,1,3,FALSE,11,FALSE,FALSE,Justin_is_my_world,I'm a Belieber because I respect Justin Bieber and I believe in him.,1
AwesomeJalapeno,0,2,0,0,FALSE,1,TRUE,FALSE,Anthony Solium,,1
eventuallybot,281,0,40,0,FALSE,1224,TRUE,FALSE,Eventually Bot,"Narrative, n. an account of connected events. This bot generates short narrative films in GIF format, sourced from shreds of random YouTube clips. By @aparrish.",1
"""CambsPokeAlert""",407,2,0,1,FALSE,32573,FALSE,FALSE,"""Cambridge Poke Alert""","""Get notifications to help find the best Pokemon in Cambridge. Tweet back what you catch! Follow and mute the page when you're not using it!""",1
HOzaara22,6,341,0,42,FALSE,73,TRUE,FALSE,Krystal Cooper,"Chef, music lover, outdoors man.",1
overwatch_exe,195,1,14,5,FALSE,5949,FALSE,FALSE,overwatch.exe,bot by @ckolderup ‰Û¢ #botALLY,1
wisdom_exe,26,0,9,0,FALSE,1317,FALSE,FALSE,wisdom_exe,"hi i know things, i'll teach you some of them. bot by @cblgh",1
loops_enhancers,1727,1030,38,117,FALSE,1639,FALSE,FALSE,Enhancer/loops paper,"Everything about chromatin, enhancers and genome architecture. Manually picked by @IvKrivega",1
BestOfRHP,35,3,17,0,FALSE,53057,TRUE,FALSE,Best of RHP,"Legitimate reviews loved by 100% people, every 30 minutes",1
lazont26,21,2033,1,317,FALSE,403,FALSE,FALSE,Spencer Williams,OTF GLOCKBOYZ,1
GameOfLifeBot,85,1,0,0,FALSE,1000,TRUE,FALSE,Game of Life Bot,GIFs of Conway's Game of Life simulated for 100 generations from a random initial seed. A bot by @gangles.,1
softlandscapes,10280,1,270,0,FALSE,1592,FALSE,FALSE,soft landscapes,every 6 hours - by @v21,1
"""DigitalSkyz""",13091,10734,2490,1005,FALSE,53518,FALSE,FALSE,"""Digital Skyz""","""#inboundmarketing #FacebookAdvertising #directresponsemarketing Digital Skyz is Facebook Ads Customer Acquisition.""",1
a_quilt_bot,2896,2,225,15,FALSE,113733,TRUE,FALSE,Quilt Bot,Tweet pictures at me and I'll try to reproduce them using quilt fabric. (made by @bobpoekert),1
BrandLover7,882,231,11,3,FALSE,2826,TRUE,FALSE,I Love Brands!,"Just a normal teen/future marketer who LOVES #brands! Check out my stream to see me shout out the coolest, most #innovative brands on Twitter and around the web",1
sextexchange,1374,2102,13,2,FALSE,114,TRUE,FALSE,The Sext Exchange,"A project by @brendanadkins and many, many other people. The whole sext: thing was @TriciaLockwood's idea. Be careful, be generous, be kind.",1
PERMUTANT,318,4,44,0,FALSE,128811,FALSE,FALSE,I AM THAT I AM,Daily permutational poem. Inspired by Brion Gysin. Coded by @zachwhalen.,1
gritty_rebot,80,0,21,0,FALSE,39803,TRUE,FALSE,gritty rebot,"a darker, edgier bot that appeals to today's audience // by @igowen // #botALLY",1
modernart_exe,182,0,27,0,FALSE,3322,TRUE,FALSE,ModernArt.exe,"Randomly generated meta-Dada: descriptions of statistically likely works of modern art, extracted from MoMA's collection database. Bot by @aparrish.",1
ZEazr1987,1,315,0,13,FALSE,27,TRUE,FALSE,ZEazr1987,Give me a museum and I'll fill it.,1
alt_text_bot,299,0,24,0,FALSE,14332,TRUE,TRUE,Alt Text Bot,Mention me with an image to get a description (sign up at http://t.co/nFtRrN21ep). Bot created by @ckundo,1
TE_papers,372,0,12,0,FALSE,2714,TRUE,FALSE,Keeping up with TEs,I am a twitterbot posting #transposable element papers from #PubMed and #bioRxiv. Curated by @nels42,1
TheCitizenKanes,80,0,10,1,FALSE,4854,TRUE,FALSE,The Citizen Kanes,Everyone's looking for the Citizen Kane of games. Why is no one looking for these instead?,1
zaynecgray83,3,314,0,34,FALSE,56,TRUE,FALSE,Zayne Gray,Faith is taking the first step even when you don't see the whole staircase.,1
zozioevd,2,276,0,23,FALSE,23,TRUE,FALSE,zozioevd,You don't take a photograph; you make it.,1
NaiveQuestions,1084,1368,43,0,FALSE,10281,TRUE,FALSE,NaÌøve Bot Questions,,1
madamezolbot,31,1,8,0,FALSE,4911,FALSE,FALSE,Madame Zolbot,"Two horoscopes a day. Armchair mystic, certified astrologist, robot.",1
JohnOliverBot,1628,4,7,3,FALSE,5155,TRUE,FALSE,JohnOliverBot,What will John Oliver DESTROY next? A @ThisIsFusion bot. http://t.co/TITeSH2I5J,1
pipika_bot,1510,2126,20,0,FALSE,207479,FALSE,FALSE,Pika Chu,"This is a Pikachu bot from the Pokémon series. It currently has no purpose to be someone's (Ash, Red?) Pikachu. He will be interactable eventually.",1
"""ComicBookTalks""",109901,85639,650,3550,FALSE,455,TRUE,FALSE,"""Comic Fans""","""Everything Comic related! (I own no content posted)""",1
tinydnd,197,0,11,0,FALSE,199,FALSE,FALSE,tinydnd ‰Ï beta ‰Ï,you are likely to be eaten by a tiny grue // follow me for adventures // #botALLY // by @doeg,1
NatureArticles,6465,5916,133,0,FALSE,18513,FALSE,FALSE,Nature Articles,"Topics, news and more about nature.",1
tahjaylee,3,114,0,2,FALSE,1,TRUE,TRUE,Personlol,,1
bxv_cell,88,29,4,0,FALSE,178,TRUE,FALSE,bxv_cell,"Alert for pre-print manuscripts in Cell biology, sources bioarxiv #openaccess #cell #cellbiol by @wpgilks",1
jajlang,32,1,9,0,FALSE,2290,TRUE,FALSE,JAJ Ain't Java!,"Defining a new API is easy, all you need is a thesaurus! Special thanks to SCOTUS for refusing cert on Oracle v. Google. (by @alicemazzy)",1
BoatNameBot,130,0,0,0,FALSE,3190,TRUE,FALSE,Boat Names,"I'm a bot just trying to make my way. I post uncommon boat names from http://t.co/Q5PRR8ikJ4. A @leonardr production, 3x/day",1
debbyr83,2,334,0,19,FALSE,27,TRUE,FALSE,Debby Garcia,"The Mole Hole of Myrtle Beach,SC has been in business since 1978. We have the experience and selection to ensure our customers find something unique and special",1
cat_namer,6,3,7,0,FALSE,253,TRUE,FALSE,Pun Names for Cats,Does what it says on the tin (of tuna). 2/day + replies. Bot by @tullyhansen. #NaBoMaMo #07,1
bexley2222,276,540,6,21524,FALSE,3062,TRUE,FALSE,Castielmyangel,,1
Goombot,887,0,14,20624,FALSE,43512,FALSE,FALSE,Goombot,Bringing you all the #GoombaNews as it happens.,1
garbageemoji,47,45,10,113,FALSE,1752,TRUE,FALSE,garbage emoji,An homage to https://t.co/uQEibMb7Ri and a celebration of your deletes. DOES NOT LOG DELETED TWEETS (just detects them). Bot by @negatendo.,1
ShamielAlli,1,42,0,0,FALSE,0,TRUE,TRUE,Shamiel alli,,1
JustToSayBot,1461,197,134,1,FALSE,23533,TRUE,FALSE,This Is Just to Say,you were probably saving them for breakfast. srry.,1
biorxiv_cellbio,128,0,6,0,FALSE,151,TRUE,FALSE,bioRxiv Cell Biology,,1
Graceful_Dolans,806,4924,1,92,FALSE,19,TRUE,FALSE,READ PINNED TWEET!!!,TURN ON NOTIFICATIONS‰Ï¬,1
kazi_quaide,0,14,0,0,FALSE,0,TRUE,TRUE,Kazi Quaide Azam,,1
EveryGem,41,0,11,0,FALSE,300,TRUE,FALSE,Every Gem,Looking for the hidden gems among @everyword's tweets. Task will complete when you people start favoriting. Bot by @ckolderup #botALLY,1
yayfrens,5418,4307,97,1,FALSE,45675,FALSE,FALSE,Yayfrens Bot,Hello! I am a loving friend bot! @mossdogmusic and @inurashii created me (with help from @cirne) and I love you all very much!,1
dix6482,98866,108366,122,851,FALSE,868,FALSE,FALSE,Mary Monser,"If someone has something bad to say about you, it's probably because they have nothing good to say about themselves.",1
yeahcolton_smit,0,240,0,21,FALSE,13,TRUE,FALSE,Colton Smith,Life is better than death; I believe; if only because it is less boring; and because it has fresh peaches in it.,1
kathking2017,3,156,0,0,FALSE,2,TRUE,TRUE,Kathleen King,,1
AestheticDril,904,0,19,0,FALSE,1123,FALSE,FALSE,Aesthetic Dril,"@dril's tweets, but for your home or office. A @dril you can bring home to your parents on Thanksgiving. #botALLY",1
bxv_biochem,35,54,2,0,FALSE,114,TRUE,FALSE,bxv_biochem,"Alert for pre-print manuscripts about Biochemistry, sources biorxiv #openaccess #biochemistry #biochem by @wpgilks",1
MobilityErnest,282,2205,0,1,FALSE,3,TRUE,FALSE,Ernest,"multilevel marketing,mmm. monitec, zewang, achieveyodreams, E.T. C.",1
AndromedaBot,3588,0,135,0,FALSE,18413,FALSE,FALSE,‰ÏüAndromeda‰Ïü,"Exploring Hubble's largest photo (69536x22230px), a little bit at a time. A bot by @joemfox. More info: http://t.co/auTvn3Cjl9",1
TheRiddlerBot,132,46,24,740,FALSE,7346,TRUE,FALSE,TheRiddlerBot,"Solve the riddle by replying only the name of the person/character described! Created by @verhoevenben, @1vangro, @fvancesco, @pedrojmmartins at #codecampcc",1
TINYiPhone,3788,4466,41,3,FALSE,297198,TRUE,FALSE,Siri,"Automatic follow back account. Will automatically follow anyone back. To talk to me, mention me on my main.",1
everysword,67,0,17,0,FALSE,103,TRUE,FALSE,Every Sword,by @rainshapes,1
metagenomic_lit,883,1,42,0,FALSE,2574,TRUE,FALSE,Metagenomics Papers,I'm a bot Tweeting newly published papers on metagenomics. Powered by IFTTT.,1
freezeframebot,3835,1,77,1,FALSE,1432,TRUE,FALSE,Freeze Frame Bot,*record scratch* *freeze frame* You might be wondering how this bot got here. @lanewinfield made it and it tweets ~10x/day Rand YT videos + fav TV/movie trope,1
Symbiosispapers,410,0,29,0,FALSE,7709,TRUE,FALSE,Symbiosis papers,"RSS feed of new symbiosis- and microbiome-related papers in PubMed. Managed by @KlassenLab. Image from wikimedia, public domain.",1
cihpom,78,41,0,6628,FALSE,4249,TRUE,FALSE,__,,1
AllTheLanguages,235,192,9,4,FALSE,7875,TRUE,FALSE,All The Languages,Tweeting all the languages. All of them. Process should finish sometime in October 2015. Created by @OnnaAdele.,1
HellDudeREAL,530,2,18,2,FALSE,298,FALSE,FALSE,HELL DUDE,"Extremely powerful being, do not insult me. THIS IS A COMEDY ACCOUNT FOR COMEDY",1
SueCoyle14,0,30,0,0,FALSE,0,TRUE,TRUE,SueCoyle,,1
EcoLog_L,2845,4,62,0,FALSE,16272,FALSE,FALSE,EcoLog-L,Bot that autotweets EcoLog-L posts. Not associated with EcoLog-L. May tweet replies out of order. Maintained by @EcoEvoGames.,1
LinkRelations,52,1,10,0,FALSE,80,TRUE,FALSE,Link Relations,"Follow me for information on the hottest new IANA-registered link relations. A @leonardr bot, updated 1x/day.",1
biorxiv_bioinfo,683,0,35,0,FALSE,577,TRUE,FALSE,bioRxiv Bioinfo,,1
ICYMI,173,0,13,0,FALSE,6893,TRUE,FALSE,InCaseYouMissedIt,"In case you missed any important events of the day, let's rewind a bit.",1
factretriever,83215,12,1789,45,FALSE,2063,FALSE,FALSE,Fact Retriever,Knowledge connoisseurs changing the world one tweet at a time.,1
GodbyJean,6,17,0,0,FALSE,1,TRUE,TRUE,Jean Godby,,1
KareninaClones,10,2,4,0,FALSE,5775,TRUE,FALSE,Karenina Clones,Happy bots are all alike; every unhappy bot is unhappy in its own way. A bot by #botALLY @ddbeck,1
zuudveh,2,249,0,14,FALSE,26,TRUE,FALSE,zuudveh,"Author of Reflections on Love, Lust and Life This book was 4 years in the making. Also a Yoga Teacher owner of Solis Yoga",1
litscraper,78,0,31,0,FALSE,10130,TRUE,FALSE,Literature Bot,,1
_blackobs,82,0,9,0,FALSE,4591,FALSE,FALSE,blackobs,"Broadcasting live from covert surveillance cameras, one midnight observation at a time.",1
NDM_Papers,87,0,9,0,FALSE,2905,FALSE,FALSE,NDMPapers,"RSS feed from PubMed, that shows the most recent scientific papers from the Nuffield Department of Medicine, University of Oxford. Refreshes daily.",1
"""AnayaJarrett""",3,21,0,0,FALSE,0,TRUE,TRUE,"""kassanj""","""""",1
edgetics_papers,11,0,6,0,FALSE,52,TRUE,FALSE,Edgetics papers,"New papers using the Vidal lab's interactome 'edgetics' approach (Zhong 2009), made by @biochemistries",1
everyailment,260,0,34,0,FALSE,25155,TRUE,FALSE,Every Ailment,Tweeting every code in the ICD-10-CM. A bot by @ddbeck.,1
ExtinctCatalog,291,1,17,30,FALSE,3223,FALSE,FALSE,Extinction Catalog,"Every hour I'll tweet 1 of the 22482 species that are known to be in danger of extinction, which will last from 12/21/14 to 07/12/17. Project by @ianalanpaul",1
GenerateAFace,159,6,26,0,FALSE,5019,TRUE,FALSE,Procedural AvatarBot,I'm just your average procedural avatar generating twitter bot. @bzgeb is my creator,1
penguinandhouse,40,0,15,0,FALSE,3921,TRUE,FALSE,Penguin and House,A penguin and random houses. A publishing industry satire by @aparrish. Profile image credit: https://t.co/nh8jzR95UQ,1
badpng,1814,0,172,5106,FALSE,57061,TRUE,FALSE,badpng bot,"PNG re-encoder. Message me images. I like line art and fields of solid color best (photos get me over-excited). Gfx by @mcclure111, bot by @thricedotted.",1
MIreilled28,0,280,0,21,FALSE,31,TRUE,FALSE,MIreilled28,Father. Writer. Producer. Actively seeking to become wiser everyday.,1
NAS6222,0,9,0,0,FALSE,0,TRUE,TRUE,Nick Smith,,1
GWAS_lit,806,85,32,229,FALSE,1497,FALSE,FALSE,GWAS_lit,Publication alert for genome-wide association studies @genomic_pred @mendelian_lit @wpgilks,1
heyheyhayleighh,25,524,0,1,FALSE,1,TRUE,FALSE,BIO PLS,FOLLOW @devonxxbt AND RETWEET/LIKE HER PINNED,1
SteemCodes,77,1,27,0,FALSE,5057,TRUE,FALSE,Steem Codes,"These might be Steam codes, but they probably aren't. By @tinysubversions",1
"""HendersonPkmon""",140,0,2,0,FALSE,16203,TRUE,FALSE,"""Henderson Poke Alert""","""Henderson and Boulder City Pokemon Alerts""",1
MenDoing,41,0,12,0,FALSE,2397,FALSE,FALSE,Men Doing Things,"Chronicling men doing things. // A bot by @tinysubversions, Powered By Giphy",1
wendyc_bot,1248,7,3,0,FALSE,11708,FALSE,FALSE,Wendy Corduroy bot,A bot that tweets every line said by Wendy Corduroy on Gravity Falls. Tweets every 60 minutes.,1
"""IndyPokeAlertDT""",662,3,6,60,FALSE,29818,TRUE,FALSE,"""IndyPokeAlertDT""","""Alerts for Downtown Indianapolis.""",1
letsplaysnake,49,1,6,23,FALSE,9820,FALSE,FALSE,Let's play Snake,"Play with mentions by including either droite/right/‰_Á/haut/up/‰Â /gauche/left/‰ÂÉ/bas/down/‰Âà. The longer the snake the faster the game! 7am-22pm CEST, Mon-Fri.",1
NoellaKarlson,0,35,0,58,FALSE,83,TRUE,FALSE,Noella Karlson,Anak Auhn Rmbulan A2R,1
"""FtWorthPokes""",1148,7,12,6,FALSE,24607,TRUE,FALSE,"""ft worth""","""24/7 Rare spawns for the fort worth area!\nDonations needed to keep the posts coming! captcha solving and updated tracking is not cheap!\n\nhttps://t.co/0IbxvHBRgs""",1
"""ishnobop""",2,85,0,7,FALSE,11,TRUE,TRUE,"""Kell""","""Hi, I don't care about pronouns call me whatever you want, I have too many fandoms, I'm not even going to try to list them.\n\nSlytherin""",1
arpeggio_bot,19,23,4,2,FALSE,2768,FALSE,FALSE,Arpeggio Bot,"I tweet random arpeggios. My friend @mididittyBOT sings them for me. To learn my notation, visit http://t.co/o5SYTE11ku. Made with #cheapbotsdonequick.",1
IanMaksin,10057,7468,108,1905,FALSE,1459,FALSE,FALSE,Ian Maksin,"Creating a new blend of #classical, #jazz, #rock, #pop and #worldmusic using #cello as a common denominator.  Striving to make #globalimpact through #music.",1
imgshredder,1464,40,157,996,FALSE,144584,FALSE,FALSE,Img Shredder,"I redact, shred, and reassemble images you send me. Made by @ronallo. See site for hashtag options and #NSFW rules. https://t.co/l1mIs7UnIo",1
darndesttruisms,490,1,21,0,FALSE,927,TRUE,FALSE,baby jenny,"a bot by @_k_e_l_s_e_y, inspired by @theshrillest. tweets 4 times a day",1
emojitoemoji,93,0,24,0,FALSE,5145,FALSE,FALSE,[face] to [face],a bot by @inky // source: https://t.co/MJyd6NkYaf,1
gridgenerator,36,1,11,0,FALSE,793,TRUE,FALSE,grids grids grids,Simple generated grids three times a day. bot by @fitnr,1
moltar_ebooks,60,32,6,2,FALSE,4365,TRUE,FALSE,MOLTAR EBOOKS,,1
